# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
...GO:0019538	BP	p	protein metabolic process	11/256	8807/59161	8.187425144954367e-08	4	11	0.00026576382020521876	0.00025906497446134244	0.0002529095627276404	1.682049494969739e-06	Transcript_10586.0, Transcript_15996.0, Transcript_17471.0, Transcript_186108.0, Transcript_215159.0, Transcript_217895.0, Transcript_218429.0, Transcript_219287.0, Transcript_223545.0, Transcript_274399.0, Transcript_5968.0
....GO:1901566	BP	p	organonitrogen compound biosynthetic process	5/256	6445/59161	9.037626017517968e-08	4	5	0.00029336134052863324	0.00028596687138719555	0.0002790818914209548	1.8450398775385737e-06	Transcript_17471.0, Transcript_215159.0, Transcript_219287.0, Transcript_274399.0, Transcript_5968.0
...GO:0009887	BP	p	animal organ morphogenesis	2/256	4932/59161	9.502455745050547e-08	3	2	0.00030844971348434076	0.0003006749266500045	0.0002933408088497104	1.92781070927713e-06	Transcript_215159.0, Transcript_5968.0
..GO:0009719	BP	p	response to endogenous stimulus	3/256	5424/59161	1.0206167942246213e-07	2	3	0.0003312922114053121	0.00032294165631982996	0.00031496234269771814	2.0577155987907585e-06	Transcript_15996.0, Transcript_212417.0, Transcript_220598.0
....GO:0009100	BP	p	glycoprotein metabolic process	1/256	4420/59161	1.201826308354958e-07	5	1	0.00039011281969201936	0.0003802796317140338	0.00037076341612750455	2.4081038252593785e-06	Transcript_215159.0
........GO:0035023	BP	p	regulation of Rho protein signal transduction	0/256	3634/59161	1.427735372036521e-07	9	0	0.0004634429017630547	0.00045176135493848	0.00044031358873606306	2.843207986276409e-06	
......GO:0007266	BP	p	Rho protein signal transduction	0/256	3667/59161	1.458466145228346e-07	8	0	0.0004734181107411211	0.00046148512869050474	0.0004496451125738991	2.8866957972019578e-06	
....GO:0007167	BP	p	enzyme linked receptor protein signaling pathway	2/256	4913/59161	1.4852204080569175e-07	6	2	0.00048210254445527545	0.0004699506624739645	0.00045774492976314197	2.921833602759245e-06	Transcript_220598.0, Transcript_5968.0
...GO:0071495	BP	p	cellular response to endogenous stimulus	3/256	5396/59161	1.566169662305378e-07	3	3	0.0005083786723843257	0.0004955644740365238	0.00048253687295628694	3.0625221227971426e-06	Transcript_15996.0, Transcript_212417.0, Transcript_220598.0
...GO:0010033	BP	p	response to organic substance	6/256	6681/59161	1.582459207609472e-07	3	6	0.0005136662587900346	0.000500718781481756	0.00048739743594371736	3.075845861018171e-06	Transcript_15996.0, Transcript_212417.0, Transcript_215159.0, Transcript_217895.0, Transcript_220598.0, Transcript_5968.0
...GO:0060322	BP	p	head development	1/256	4252/59161	1.6721668528596981e-07	3	1	0.000542785360438258	0.0005291039067369886	0.0005148601739955011	3.2273245899207237e-06	Transcript_1973.0
.......GO:0008380	BP	p	RNA splicing	1/256	4275/59161	1.680372754944744e-07	8	1	0.0005454489962550639	0.000531700402920413	0.0005172187339719922	3.2273245899207237e-06	Transcript_186108.0
...GO:1901576	BP	p	organic substance biosynthetic process	11/256	8612/59161	1.693494149380454e-07	3	11	0.0005497082008888954	0.0005358522499958996	0.0005210881497643657	3.2273245899207237e-06	Transcript_101139.0, Transcript_10586.0, Transcript_17471.0, Transcript_186108.0, Transcript_215159.0, Transcript_218429.0, Transcript_219287.0, Transcript_224200.0, Transcript_274399.0, Transcript_288197.0, Transcript_5968.0
..GO:0009058	BP	p	biosynthetic process	11/256	8625/59161	1.7001617525460374e-07	2	11	0.0005518725048764437	0.0005379620005135879	0.0005229697550831611	3.2273245899207237e-06	Transcript_101139.0, Transcript_10586.0, Transcript_17471.0, Transcript_186108.0, Transcript_215159.0, Transcript_218429.0, Transcript_219287.0, Transcript_224200.0, Transcript_274399.0, Transcript_288197.0, Transcript_5968.0
.....GO:0007169	BP	p	transmembrane receptor protein tyrosine kinase signaling pathway	1/256	4297/59161	1.712628067052151e-07	7	1	0.0005559190705651282	0.0005419065684234926	0.0005266331306185364	3.2320876195646987e-06	Transcript_5968.0
.....GO:0006820	BP	p	anion transport	2/256	4760/59161	2.105237108040588e-07	5	2	0.0006833599652699749	0.000666135186549721	0.0006471498870116767	3.905475604025238e-06	Transcript_10953.0, Transcript_5968.0
....GO:0023056	BP	p	positive regulation of signaling	2/256	4745/59161	2.1104318298852834e-07	4	2	0.000685046171980763	0.0006677788907158093	0.0006485357013237476	3.905475604025238e-06	Transcript_223545.0, Transcript_5968.0
.....GO:0010647	BP	p	positive regulation of cell communication	2/256	4744/59161	2.1112040863416848e-07	5	2	0.0006852968464265109	0.0006680232466587501	0.0006485618953241656	3.905475604025238e-06	Transcript_223545.0, Transcript_5968.0
...GO:0000902	BP	p	cell morphogenesis	4/256	5730/59161	2.129603148220786e-07	3	4	0.0006912691819124672	0.0006738450433914623	0.0006540011268186034	3.905475604025238e-06	Transcript_209775.0, Transcript_215159.0, Transcript_217895.0, Transcript_5968.0
....GO:0000904	BP	p	cell morphogenesis involved in differentiation	4/256	5730/59161	2.129603148220786e-07	4	4	0.0006912691819124672	0.0006738450433914623	0.0006540011268186034	3.905475604025238e-06	Transcript_209775.0, Transcript_215159.0, Transcript_217895.0, Transcript_5968.0
.....GO:0015850	BP	p	organic hydroxy compound transport	0/256	3603/59161	2.3009109810680284e-07	5	0	0.000746875704454682	0.0007280499473214219	0.000706149580089778	4.195930923902708e-06	
.....GO:0120036	BP	p	plasma membrane bounded cell projection organization	6/256	6643/59161	2.4106436103252025e-07	5	6	0.0007824949159115607	0.0007627713405467449	0.0007395854596477722	4.371479977159557e-06	Transcript_10656.0, Transcript_209775.0, Transcript_215159.0, Transcript_217895.0, Transcript_219287.0, Transcript_5968.0
.....GO:0009101	BP	p	glycoprotein biosynthetic process	1/256	4168/59161	2.506395008440737e-07	6	1	0.0008135758197398632	0.0007930688187749589	0.000768711349088774	4.481205210942129e-06	Transcript_215159.0
....GO:0007420	BP	p	brain development	1/256	4155/59161	2.50929339256443e-07	4	1	0.0008145166352264139	0.0007939859200561187	0.0007693493541602543	4.481205210942129e-06	Transcript_1973.0
..GO:0042330	BP	p	taxis	1/256	4151/59161	2.512567308661329e-07	2	1	0.0008155793483914673	0.0007950218464615704	0.0007701018801046973	4.481205210942129e-06	Transcript_209775.0
....GO:0051216	BP	p	cartilage development	2/256	4668/59161	3.129197072939378e-07	4	2	0.0010157373698761222	0.0009901346826787579	0.0009587859831486254	5.491771404815826e-06	Transcript_220598.0, Transcript_5968.0
....GO:0061448	BP	p	connective tissue development	2/256	4669/59161	3.1293748831763306e-07	4	2	0.0010157950870790368	0.000990190945061228	0.00095852752671691	5.491771404815826e-06	Transcript_220598.0, Transcript_5968.0
.....GO:0006812	BP	p	cation transport	4/256	5642/59161	3.129937491962193e-07	5	4	0.0010159777098909279	0.0009903689646805353	0.0009583868600388236	5.491771404815826e-06	Transcript_10953.0, Transcript_215159.0, Transcript_219287.0, Transcript_288197.0
....GO:0071702	BP	p	organic substance transport	4/256	5668/59161	3.171542123414683e-07	4	4	0.0010294825732604061	0.0010035334243169757	0.0009708090439772344	5.5348525444107855e-06	Transcript_11157.0, Transcript_215159.0, Transcript_223545.0, Transcript_5968.0
...GO:0051649	BP	p	establishment of localization in cell	3/256	5186/59161	3.3386508809153364e-07	3	3	0.0010837260759451182	0.0010564096646827918	0.001021627169560093	5.77707548362087e-06	Transcript_11157.0, Transcript_215159.0, Transcript_5968.0
....GO:0044267	BP	p	cellular protein metabolic process	10/256	8057/59161	3.3877304642279776e-07	5	10	0.0010996573086884014	0.0010719393346001998	0.0010363067490073384	5.77707548362087e-06	Transcript_10586.0, Transcript_15996.0, Transcript_17471.0, Transcript_186108.0, Transcript_215159.0, Transcript_217895.0, Transcript_219287.0, Transcript_223545.0, Transcript_274399.0, Transcript_5968.0
..GO:0140029	BP	p	exocytic process	0/256	3503/59161	3.411283040526255e-07	2	0	0.0011073024749548223	0.0010793917967225218	0.0010431703537929287	5.77707548362087e-06	
...GO:0006887	BP	p	exocytosis	0/256	3503/59161	3.411283040526255e-07	6	0	0.0011073024749548223	0.0010793917967225218	0.0010431703537929287	5.77707548362087e-06	
...GO:0099500	BP	p	vesicle fusion to plasma membrane	0/256	3503/59161	3.411283040526255e-07	8	0	0.0011073024749548223	0.0010793917967225218	0.0010431703537929287	5.77707548362087e-06	
......GO:0060070	BP	p	canonical Wnt signaling pathway	0/256	3504/59161	3.4171241307923816e-07	8	0	0.001109198492855207	0.0010812400235750788	0.0010439314219570725	5.77707548362087e-06	
.GO:0007610	BP	p	behavior	1/256	4076/59161	3.751707477682776e-07	1	1	0.0012178042472558292	0.0011871082601485367	0.00114577146368432	6.218647639796724e-06	Transcript_217895.0
..GO:0070085	BP	p	glycosylation	1/256	4067/59161	3.7534148949645064e-07	2	1	0.0012183584749054788	0.0011876485179300187	0.0011459175674326638	6.218647639796724e-06	Transcript_215159.0
....GO:0006486	BP	p	protein glycosylation	1/256	4065/59161	3.75494435428268e-07	7	1	0.0012188549374001578	0.0011881324665856548	0.0011460090169270738	6.218647639796724e-06	Transcript_215159.0
...GO:0043413	BP	p	macromolecule glycosylation	1/256	4065/59161	3.75494435428268e-07	5	1	0.0012188549374001578	0.0011881324665856548	0.0011460090169270738	6.218647639796724e-06	Transcript_215159.0
.....GO:0021953	BP	p	central nervous system neuron differentiation	1/256	4104/59161	3.801787119321614e-07	5	1	0.0012340600989317958	0.0012029543666502785	0.0011595450713930923	6.25588138427256e-06	Transcript_5968.0
...GO:0006935	BP	p	chemotaxis	1/256	4108/59161	3.815972008890841e-07	3	1	0.001238664514085967	0.0012074427228659728	0.0011634898655108175	6.25588138427256e-06	Transcript_209775.0
........GO:0000122	BP	p	negative regulation of transcription by RNA polymerase II	1/256	4136/59161	3.9668455097050125e-07	11	1	0.001287638052450247	0.0012551818336893603	0.0012090945113580878	6.470542977136919e-06	Transcript_217895.0
...GO:0048598	BP	p	embryonic morphogenesis	3/256	5052/59161	4.86134569550469e-07	3	3	0.0015779928127608223	0.0015382179087521889	0.0014812520334202789	7.878536422688478e-06	Transcript_215159.0, Transcript_274399.0, Transcript_5968.0
...GO:0070887	BP	p	cellular response to chemical stimulus	6/256	6361/59161	4.878576158226691e-07	3	6	0.0015835858209603839	0.0015436699395262148	0.0014860142977958502	7.878536422688478e-06	Transcript_15996.0, Transcript_212417.0, Transcript_215159.0, Transcript_217895.0, Transcript_220598.0, Transcript_5968.0
.....GO:0006869	BP	p	lipid transport	0/256	3385/59161	4.975264360208431e-07	5	0	0.0016149708113236568	0.00157426383948089	0.0015149679976834674	7.994905006552756e-06	
..GO:0006955	BP	p	immune response	0/256	3393/59161	5.010578093849169e-07	2	0	0.0016264336492634401	0.0015854377450028358	0.001525219971767687	8.011988420016948e-06	
....GO:0002009	BP	p	morphogenesis of an epithelium	3/256	5120/59161	5.069850838620921e-07	4	3	0.001645673582216351	0.0016041927159963854	0.0015427556101923463	8.067027363805641e-06	Transcript_11157.0, Transcript_274399.0, Transcript_5968.0
....GO:0021510	BP	p	spinal cord development	0/256	3429/59161	5.308667806389984e-07	4	0	0.001723193569954189	0.0016797587340798062	0.0016148967467038333	8.383431877214037e-06	
.....GO:0017157	BP	p	regulation of exocytosis	0/256	3430/59161	5.320354179624435e-07	7	0	0.0017269869667060917	0.0016834565144319043	0.0016179197060237906	8.383431877214037e-06	
........GO:0000398	BP	p	mRNA splicing, via spliceosome	1/256	4030/59161	5.792961237473971e-07	11	1	0.001880395217684051	0.001832997955366474	0.0017610602161920873	8.997106304708377e-06	Transcript_186108.0
........GO:0000375	BP	p	RNA splicing, via transesterification reactions	1/256	4030/59161	5.792961237473971e-07	9	1	0.001880395217684051	0.001832997955366474	0.0017610602161920873	8.997106304708377e-06	Transcript_186108.0
.........GO:0000377	BP	p	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	1/256	4030/59161	5.792961237473971e-07	10	1	0.001880395217684051	0.001832997955366474	0.0017610602161920873	8.997106304708377e-06	Transcript_186108.0
......GO:0043543	BP	p	protein acylation	0/256	3291/59161	7.483225360879093e-07	7	0	0.0024290549521413535	0.002367828166587064	0.0022726555420989804	1.1566928343530256e-05	
.....GO:0021513	BP	p	spinal cord dorsal/ventral patterning	0/256	3322/59161	7.745150976646987e-07	5	0	0.002514076007019612	0.0024507061798309444	0.0023514278365100254	1.1858849089715151e-05	
....GO:0021511	BP	p	spinal cord patterning	0/256	3322/59161	7.745150976646987e-07	4	0	0.002514076007019612	0.0024507061798309444	0.0023514278365100254	1.1858849089715151e-05	
......GO:0051056	BP	p	regulation of small GTPase mediated signal transduction	1/256	3887/59161	8.372841747278082e-07	7	1	0.002717824431166465	0.0026493189189817595	0.00254032018612417	1.2759739113457584e-05	Transcript_11157.0
....GO:0007411	BP	p	axon guidance	1/256	3910/59161	8.414452969224067e-07	4	1	0.002731331433810132	0.00266248546396982	0.0025521035855656593	1.2763230999112765e-05	Transcript_209775.0
...GO:0097485	BP	p	neuron projection guidance	1/256	3919/59161	8.464905586016411e-07	3	1	0.002747708353220927	0.0026784495865717485	0.0025665593736801757	1.2780038852190357e-05	Transcript_209775.0
..GO:0006928	BP	p	movement of cell or subcellular component	5/256	5855/59161	8.622320601857876e-07	2	5	0.0027988052673630667	0.0027282585513400347	0.0026134253744231222	1.295743179334753e-05	Transcript_10586.0, Transcript_209775.0, Transcript_215159.0, Transcript_218429.0, Transcript_5968.0
....GO:0061024	BP	p	membrane organization	4/256	5386/59161	9.93442464494585e-07	4	4	0.003224714239749423	0.003143432057534093	0.003010130667418593	1.481231641325796e-05	Transcript_15996.0, Transcript_212417.0, Transcript_217895.0, Transcript_5968.0
....GO:0006996	BP	p	organelle organization	12/256	8481/59161	9.94788964291508e-07	4	12	0.0032290849780902352	0.0031476926269967285	0.003013215772838978	1.481231641325796e-05	Transcript_10586.0, Transcript_10656.0, Transcript_15996.0, Transcript_1973.0, Transcript_209622.0, Transcript_212417.0, Transcript_215159.0, Transcript_219287.0, Transcript_219303.0, Transcript_274399.0, Transcript_288197.0, Transcript_5968.0
..GO:0051716	BP	p	cellular response to stimulus	11/256	8153/59161	1.0152504396895409e-06	2	11	0.00329550292723225	0.003212436444589974	0.00307417833137993	1.5047958571836758e-05	Transcript_10586.0, Transcript_10953.0, Transcript_15996.0, Transcript_186108.0, Transcript_211209.0, Transcript_212417.0, Transcript_215159.0, Transcript_217895.0, Transcript_220598.0, Transcript_223545.0, Transcript_5968.0
...GO:0017144	BP	p	drug metabolic process	2/256	4430/59161	1.0397132974267712e-06	3	2	0.0033749093634472993	0.0032898413613097633	0.0031472121513108366	1.529473367297665e-05	Transcript_219287.0, Transcript_5968.0
......GO:0018193	BP	p	peptidyl-amino acid modification	2/256	4433/59161	1.0430735266050878e-06	7	2	0.0033858166673601153	0.0033004737356014703	0.003156340491506996	1.529473367297665e-05	Transcript_186108.0, Transcript_217895.0
.GO:0002376	BP	p	immune system process	3/256	4876/59161	1.0495000345107416e-06	1	3	0.0034066771120218674	0.003320808371668095	0.003174737604394993	1.529473367297665e-05	Transcript_11157.0, Transcript_217895.0, Transcript_5968.0
......GO:0030001	BP	p	metal ion transport	3/256	4861/59161	1.0507472609592708e-06	6	3	0.003410725609073793	0.003324754822259278	0.003177459717140835	1.529473367297665e-05	Transcript_10953.0, Transcript_215159.0, Transcript_288197.0
....GO:0021515	BP	p	cell differentiation in spinal cord	0/256	3203/59161	1.1288398247315975e-06	4	0	0.0036642140710787655	0.0035718538513327385	0.0034124827901636195	1.6358098531601635e-05	
...GO:0021517	BP	p	ventral spinal cord development	0/256	3222/59161	1.149515231317488e-06	3	0	0.0037313264408565658	0.0036372745859876675	0.0034738350290414483	1.6583673070473624e-05	
..GO:0044281	BP	p	small molecule metabolic process	5/256	5746/59161	1.240151755852656e-06	2	5	0.0040255325994977215	0.003924064980992849	0.0037464984544308736	1.7812091148220006e-05	Transcript_10586.0, Transcript_215159.0, Transcript_219287.0, Transcript_288197.0, Transcript_5968.0
.......GO:0046578	BP	p	regulation of Ras protein signal transduction	1/256	3793/59161	1.248655041452874e-06	8	1	0.004053134264556029	0.003950970918181362	0.00377093822518768	1.78552170244759e-05	Transcript_11157.0
......GO:0043010	BP	p	camera-type eye development	0/256	3086/59161	1.6904733158760455e-06	6	0	0.005487276383333644	0.005348964035108128	0.005103538940629782	2.3949201593996315e-05	
....GO:0030855	BP	p	epithelial cell differentiation	0/256	3108/59161	1.6943785006115846e-06	4	0	0.005499952612985204	0.00536132074757716	0.005113634314845763	2.3949201593996315e-05	
....GO:0072331	BP	p	signal transduction by p53 class mediator	0/256	3111/59161	1.6969551345099053e-06	6	0	0.005508316366619153	0.005369473684346006	0.005119713640816384	2.3949201593996315e-05	
......GO:0072511	BP	p	divalent inorganic cation transport	0/256	3125/59161	1.715657176107247e-06	6	0	0.005569023193644124	0.005428650334428433	0.005174422043139457	2.400441031743157e-05	
.......GO:0070838	BP	p	divalent metal ion transport	0/256	3125/59161	1.715657176107247e-06	7	0	0.005569023193644124	0.005428650334428433	0.005174422043139457	2.400441031743157e-05	
...GO:0044260	BP	p	cellular macromolecule metabolic process	15/256	9337/59161	1.7477365690170675e-06	4	15	0.005673152903029401	0.005530155349225906	0.005267678019017442	2.428791798245897e-05	Transcript_10586.0, Transcript_15996.0, Transcript_16839.0, Transcript_17471.0, Transcript_186108.0, Transcript_212417.0, Transcript_215159.0, Transcript_217895.0, Transcript_218429.0, Transcript_219251.0, Transcript_219287.0, Transcript_223545.0, Transcript_274399.0, Transcript_288197.0, Transcript_5968.0
....GO:0060581	BP	p	cell fate commitment involved in pattern specification	0/256	3141/59161	1.7508850301587795e-06	4	0	0.005683372807895398	0.005540117651058648	0.005275416595868402	2.428791798245897e-05	
.....GO:0021514	BP	p	ventral spinal cord interneuron differentiation	0/256	3148/59161	1.7711064523363906e-06	6	0	0.005749011544283924	0.005604101896743548	0.005334572634437209	2.4463878911846483e-05	
....GO:0048584	BP	p	positive regulation of response to stimulus	2/256	4193/59161	2.2180365630261313e-06	4	2	0.007199746683582822	0.007018269790335789	0.006678508091271682	3.0507401201622127e-05	Transcript_223545.0, Transcript_5968.0
.....GO:0009968	BP	p	negative regulation of signal transduction	2/256	4227/59161	2.23031794684929e-06	6	2	0.007239612055472795	0.007057130315228127	0.006713257020016363	3.0546886310011794e-05	Transcript_11157.0, Transcript_5968.0
..GO:0016192	BP	p	vesicle-mediated transport	3/256	4696/59161	2.253024345212951e-06	4	3	0.007313317024561238	0.00712897747606374	0.006779350254745769	3.067457013302992e-05	Transcript_15996.0, Transcript_215159.0, Transcript_5968.0
..GO:0048646	BP	p	anatomical structure formation involved in morphogenesis	3/256	4717/59161	2.2760659186575876e-06	2	3	0.007388109971962529	0.0072018851916190105	0.006846406283322023	3.067457013302992e-05	Transcript_221763.0, Transcript_274399.0, Transcript_5968.0
.....GO:0010648	BP	p	negative regulation of cell communication	2/256	4251/59161	2.277440357997601e-06	5	2	0.007392571402060212	0.007206234166861106	0.0068482631564987856	3.067457013302992e-05	Transcript_11157.0, Transcript_5968.0
....GO:0023057	BP	p	negative regulation of signaling	2/256	4251/59161	2.277440357997601e-06	4	2	0.007392571402060212	0.007206234166861106	0.0068482631564987856	3.067457013302992e-05	Transcript_11157.0, Transcript_5968.0
.....GO:0072657	BP	p	protein localization to membrane	0/256	3004/59161	2.540475614787251e-06	5	0	0.008246383845599416	0.008038525404658103	0.00763412922243569	3.407596630412982e-05	
......GO:0070588	BP	p	calcium ion transmembrane transport	0/256	3037/59161	2.5839319978474186e-06	9	0	0.008387443265012721	0.008176029278810806	0.007762131721533646	3.451622742803589e-05	
........GO:0006816	BP	p	calcium ion transport	0/256	3060/59161	2.669497753104138e-06	8	0	0.008665189706576032	0.008446774840545904	0.008016501752571726	3.5513072567934555e-05	
.....GO:0006487	BP	p	protein N-linked glycosylation	0/256	3064/59161	2.689272291697618e-06	8	0	0.008729377858850468	0.008509345065555677	0.008073195419676249	3.5630113709593746e-05	
...GO:0040012	BP	p	regulation of locomotion	1/256	3618/59161	2.761695022224757e-06	3	1	0.00896446204214156	0.008738503714364779	0.008287846761696496	3.633758884490599e-05	Transcript_209775.0
....GO:0051270	BP	p	regulation of cellular component movement	1/256	3628/59161	2.7659512206415393e-06	4	1	0.008978277662202437	0.008751971097756071	0.008297853661924618	3.633758884490599e-05	Transcript_209775.0
....GO:0060627	BP	p	regulation of vesicle-mediated transport	1/256	3637/59161	2.7762544773680485e-06	5	1	0.009011722033536685	0.00878457246990256	0.008325987177626778	3.633758884490599e-05	Transcript_5968.0
..GO:0048870	BP	p	cell motility	2/256	4133/59161	3.279579769416358e-06	3	2	0.010645515931525497	0.010377184941121309	0.009832180148710241	4.270155515045814e-05	Transcript_209775.0, Transcript_218429.0
.......GO:0045664	BP	p	regulation of neuron differentiation	3/256	4601/59161	3.2887827441819264e-06	7	3	0.010675388787614534	0.010406304821674718	0.009856481884313234	4.270155515045814e-05	Transcript_209775.0, Transcript_215159.0, Transcript_217895.0
......GO:0006396	BP	p	RNA processing	5/256	5450/59161	3.7199717030155713e-06	7	5	0.012075028147988545	0.011770664857101626	0.011145035222234652	4.810768186449619e-05	Transcript_12318.0, Transcript_186108.0, Transcript_219251.0, Transcript_219867.0, Transcript_5968.0
.......GO:0006874	BP	p	cellular calcium ion homeostasis	0/256	2925/59161	3.823530102466998e-06	9	0	0.012411178712607876	0.012098342406931499	0.011451472656888659	4.922772979769049e-05	
........GO:0055074	BP	p	calcium ion homeostasis	0/256	2933/59161	3.836911780288261e-06	8	0	0.012454615638815695	0.012140684461504686	0.011487713870183054	4.922772979769049e-05	
....GO:0090304	BP	p	nucleic acid metabolic process	10/256	7341/59161	3.928964261015551e-06	5	10	0.01275341799125648	0.012431955198598571	0.011759390033219545	5.0210307052190865e-05	Transcript_10586.0, Transcript_12318.0, Transcript_15996.0, Transcript_16839.0, Transcript_186108.0, Transcript_212417.0, Transcript_218429.0, Transcript_219251.0, Transcript_219867.0, Transcript_5968.0
......GO:0072503	BP	p	cellular divalent inorganic cation homeostasis	0/256	2966/59161	3.978117991945385e-06	8	0	0.01291297100185472	0.01258748651427557	0.011902529031900592	5.063910196805773e-05	
.......GO:0072507	BP	p	divalent inorganic cation homeostasis	0/256	2974/59161	4.034116244413168e-06	7	0	0.013094741329365145	0.01276467513693292	0.012066041687039787	5.1151333317832596e-05	
......GO:0006497	BP	p	protein lipidation	0/256	2980/59161	4.081948568741635e-06	7	0	0.013250005054135346	0.012916025282567136	0.012205026220537488	5.126995343179779e-05	
.....GO:0042158	BP	p	lipoprotein biosynthetic process	0/256	2981/59161	4.090414474620356e-06	6	0	0.013277485384617677	0.012942812943540313	0.012226248864640245	5.126995343179779e-05	
....GO:0099177	BP	p	regulation of trans-synaptic signaling	1/256	3515/59161	4.1066506137607596e-06	5	1	0.013330187892267425	0.012994187031208785	0.01227067203391715	5.126995343179779e-05	Transcript_5968.0
.....GO:0050804	BP	p	modulation of chemical synaptic transmission	1/256	3515/59161	4.1066506137607596e-06	6	1	0.013330187892267425	0.012994187031208785	0.01227067203391715	5.126995343179779e-05	Transcript_5968.0
....GO:0042157	BP	p	lipoprotein metabolic process	0/256	2989/59161	4.163304864090592e-06	5	0	0.013514087588838063	0.013173451350026644	0.012431628324174509	5.177811336719564e-05	
...GO:0042592	BP	p	homeostatic process	4/256	4986/59161	4.366488381577003e-06	3	4	0.01417362128659895	0.013816360834225367	0.013033967819007354	5.4097791170225004e-05	Transcript_10953.0, Transcript_11157.0, Transcript_217895.0, Transcript_5968.0
...GO:0048468	BP	p	cell development	3/256	4486/59161	4.7947841820033736e-06	3	3	0.01556386945478295	0.015171566391954792	0.014307635999098067	5.906619455302741e-05	Transcript_209775.0, Transcript_215159.0, Transcript_5968.0
.....GO:0016070	BP	p	RNA metabolic process	7/256	6170/59161	4.821627733211855e-06	6	7	0.015651003622005683	0.015256504254410398	0.014382915528170963	5.906619455302741e-05	Transcript_12318.0, Transcript_186108.0, Transcript_212417.0, Transcript_218429.0, Transcript_219251.0, Transcript_219867.0, Transcript_5968.0
..GO:0008283	BP	p	cell population proliferation	3/256	4523/59161	4.822101526972355e-06	2	3	0.01565254155655226	0.015258003423762065	0.014379506753431562	5.906619455302741e-05	Transcript_186108.0, Transcript_1973.0, Transcript_5968.0
.....GO:0061025	BP	p	membrane fusion	2/256	4082/59161	5.0271080251608e-06	5	2	0.01631799264967196	0.015906681149387793	0.014985809023004346	6.134583702884194e-05	Transcript_212417.0, Transcript_5968.0
..GO:0055085	BP	p	transmembrane transport	5/256	5366/59161	5.370175265597133e-06	4	5	0.017431588912128294	0.016992208092335582	0.016003122291479457	6.52868498581584e-05	Transcript_10953.0, Transcript_215159.0, Transcript_219287.0, Transcript_288197.0, Transcript_5968.0
.......GO:0018345	BP	p	protein palmitoylation	0/256	2832/59161	5.735068651233285e-06	8	0	0.018616032841903243	0.018146796915528656	0.017084769512023958	6.920759283180492e-05	
.....GO:0006605	BP	p	protein targeting	0/256	2820/59161	5.735318075094123e-06	9	0	0.01861684247175552	0.018147586137842068	0.017079777227630297	6.920759283180492e-05	
.......GO:0006473	BP	p	protein acetylation	0/256	2857/59161	5.819226076152058e-06	8	0	0.01888920784318958	0.018413086264760143	0.017323836028704676	6.99600290488503e-05	
.......GO:0018205	BP	p	peptidyl-lysine modification	0/256	2879/59161	5.9923131553359635e-06	8	0	0.019451048502220538	0.018960765162026164	0.017833123950279826	7.177508672406102e-05	
....GO:0043085	BP	p	positive regulation of catalytic activity	1/256	3447/59161	6.088863047786798e-06	4	1	0.019764449453115944	0.019266266525143176	0.018114367567165723	7.266341710704391e-05	Transcript_223545.0
....GO:1901362	BP	p	organic cyclic compound biosynthetic process	4/256	4902/59161	6.3395152644686705e-06	4	4	0.020578066548465303	0.02005937557913417	0.018853718396529825	7.537753314456156e-05	Transcript_10586.0, Transcript_186108.0, Transcript_218429.0, Transcript_219287.0
....GO:0034645	BP	p	cellular macromolecule biosynthetic process	9/256	6794/59161	7.622577869880679e-06	5	9	0.024742887765632684	0.024119218267384092	0.02266192400715526	9.030251009354994e-05	Transcript_10586.0, Transcript_17471.0, Transcript_186108.0, Transcript_215159.0, Transcript_218429.0, Transcript_219287.0, Transcript_274399.0, Transcript_288197.0, Transcript_5968.0
....GO:0009059	BP	p	macromolecule biosynthetic process	9/256	6833/59161	7.715329803682856e-06	4	9	0.02504396054275455	0.024412702200809846	0.022929960176545448	9.106894742819837e-05	Transcript_10586.0, Transcript_17471.0, Transcript_186108.0, Transcript_215159.0, Transcript_218429.0, Transcript_219287.0, Transcript_274399.0, Transcript_288197.0, Transcript_5968.0
...GO:0034220	BP	p	ion transmembrane transport	5/256	5293/59161	7.819147043289751e-06	5	5	0.025380951302518533	0.02474119876781641	0.023230685865613852	9.1959968487386e-05	Transcript_10953.0, Transcript_215159.0, Transcript_219287.0, Transcript_288197.0, Transcript_5968.0
.....GO:0006612	BP	p	protein targeting to membrane	0/256	2742/59161	8.60116414921408e-06	10	0	0.0279193788283489	0.027215642661809997	0.025545457523165817	0.0001003821545695507	
......GO:1901796	BP	p	regulation of signal transduction by p53 class mediator	0/256	2726/59161	8.614156249515582e-06	7	0	0.02796155118592758	0.027256752022484666	0.025575429904811764	0.0001003821545695507	
....GO:0090150	BP	p	establishment of protein localization to membrane	0/256	2752/59161	8.628041011985411e-06	6	0	0.028006621124904645	0.027300685928089468	0.0256080257235727	0.0001003821545695507	
.....GO:0031290	BP	p	retinal ganglion cell axon guidance	0/256	2763/59161	8.689462401177438e-06	5	0	0.028205994954221963	0.027495034338495625	0.025781634944293457	0.00010073569626507845	
